"Uniprot_ID","protein_names","gene_names","main_gene","pVal","BH_pVal","fold_change","log_fold_change"
"F6RPJ9","Insulin-degrading enzyme","Ide","Ide",3.77853402576298e-40,4.50117865819015e-38,0.726931671954442,-0.460108330694615
"Q05186","Reticulocalbin-1","Rcn1","Rcn1",3.73438641034201e-40,4.50117865819015e-38,1.52997354016811,0.613506702722931
"D3YW86","","Tsc22d1","Tsc22d1",3.8734556193895e-40,4.5200855574835e-38,0.474943871233429,-1.07417106876567
"Q59J78","Mimitin, mitochondrial","Ndufaf2","Ndufaf2",4.50135942506768e-40,5.1477546385074e-38,1.85079515760547,0.888145229373684
"Q9JLQ0","CD2-associated protein","Cd2ap","Cd2ap",7.7425906661485e-40,8.68081047628179e-38,0.587726447531699,-0.766783274212034
"P14733","Lamin-B1","Lmnb1","Lmnb1",8.71105634897857e-40,9.57881157758836e-38,0.745614180779111,-0.423498796127535
"P37804","Transgelin","Tagln","Tagln",9.90441704537796e-40,1.06855578614097e-37,2.17378025464647,1.12020610708318
"Q3UQN3","UV excision repair protein RAD23 homolog B","Rad23b","Rad23b",1.22455541262003e-39,1.2966681202521e-37,0.555309841300972,-0.848635131029937
"Q3TZ17","PDZ and LIM domain protein 1","Pdlim1","Pdlim1",1.25274559776886e-39,1.30239987782588e-37,1.4464871678312,0.532553524796442
"A0A0R4J0Q4","Lysyl oxidase homolog 1","Loxl1","Loxl1",1.35401455529188e-39,1.38254557627839e-37,2.33089241057943,1.22088241403102
"Q8VDP3-3","Protein-methionine sulfoxide oxidase MICAL1","Mical1","Mical1",1.40265521111089e-39,1.40708464861966e-37,1.56793947605999,0.64886987114103
"Q5FW97","Alpha-enolase;Enolase","EG433182;Eno1","EG433182",1.80047876076739e-39,1.77502371621861e-37,1.50019023728588,0.585145458712211
"E9Q912","","Rap1gds1","Rap1gds1",2.66250651234702e-39,2.58037495552547e-37,1.38534633515865,0.470246693641911
"Q542D9","Transferrin receptor protein 1","Tfrc","Tfrc",2.90818663932305e-39,2.77150186727487e-37,3.02572725818598,1.59728194756904
"K3W4Q8","Basigin","Bsg","Bsg",3.01391961412301e-39,2.82517907435334e-37,0.488229130176608,-1.03436971884333
"Q7TMR8","Platelet-derived growth factor receptor beta;Receptor protein-tyrosine kinase","Pdgfrb","Pdgfrb",3.21280871121045e-39,2.96303874366151e-37,1.66778503979608,0.73793335232869
"E9Q6R7","","Utrn","Utrn",3.77200413905098e-39,3.42354280430055e-37,1.2407762300158,0.311242953537899
"P12399","Protein CTLA-2-alpha","Ctla2a","Ctla2a",4.16366721905174e-39,3.71997643102154e-37,9.34041888932306,3.22348725186188
"Q8CHT0","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","Aldh4a1","Aldh4a1",5.06954488749211e-39,4.45963964102767e-37,0.477759831229282,-1.06564253394042
"Q01853","Transitional endoplasmic reticulum ATPase","Vcp","Vcp",5.75850362373933e-39,4.98895813947598e-37,0.553687278011524,-0.852856721223029
"F8WH29","Fibrocystin-L","Pkhd1l1","Pkhd1l1",7.80442037198518e-39,6.66054861000168e-37,0.283431861020627,-1.81892615190024
"Q5SX74","Prolyl 4-hydroxylase subunit alpha-2","P4ha2","P4ha2",8.73588034975549e-39,7.34584762351498e-37,1.69867776346793,0.76441220146952
"Q4KML7","Ezrin","Ezr","Ezr",9.4626963001559e-39,7.84169528178136e-37,0.533975041772779,-0.905155783596484
"Q64521","Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase","Gpd2","Gpd2",1.0073939840527e-38,8.22896971544762e-37,1.50157394455046,0.586475521721243
"Q548F2","Guanine deaminase","Gda","Gda",1.08582107761279e-38,8.74468298843651e-37,0.307270947496525,-1.70241672849052
"O55239","Nicotinamide N-methyltransferase","Nnmt","Nnmt",1.29470592756637e-38,1.02821229080896e-36,0.48757959489944,-1.03629034414124
"Q91Z67","SLIT-ROBO Rho GTPase-activating protein 2","Srgap2","Srgap2",1.79713336487168e-38,1.40767240826524e-36,0.744786848535538,-0.425100496910199
"Q543N5","Chloride intracellular channel protein;Chloride intracellular channel protein 4","Clic4","Clic4",1.9164741226579e-38,1.48086473423755e-36,0.698471288597668,-0.517727281541949
"Q7TPW1","Nexilin","Nexn","Nexn",2.10035183607028e-38,1.60130823981998e-36,1.85780325921857,0.893597728858185
"A0A0R4J0G0","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial","Pck2","Pck2",3.09479447089456e-38,2.32842562954936e-36,1.54618607031649,0.628713945763284
"Q3UHL7","Laminin subunit beta-1","Lamb1","Lamb1",4.11280789556661e-38,3.05416046062985e-36,1.33884585078554,0.420989864240028
"O08532-3","Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1","Cacna2d1","Cacna2d1",4.17752797736803e-38,3.06244935571672e-36,3.00991324877153,1.58972190646315
"Q8VC30","Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)","Dak","Dak",5.04290541267467e-38,3.65004217084478e-36,0.587871511308699,-0.766427229373443
"Q548W7","Acyl-CoA-binding protein","Dbi","Dbi",8.46523268844819e-38,6.05052506406834e-36,0.595328370539175,-0.748242446849419
"Q9CRC9","Glucosamine-6-phosphate isomerase 2;Glucosamine-6-phosphate isomerase","Gnpda2","Gnpda2",8.91156936606104e-38,6.29090785618976e-36,0.541830393769748,-0.884086771648244
"E9PYQ9","Solute carrier family 15 member 2","Slc15a2","Slc15a2",9.9804217287575e-38,6.9570021511524e-36,2.53142875688552,1.33995188241709
"P62737","Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle","Acta2;Actg2","Acta2",1.00984816115014e-37,6.9570021511524e-36,1.8715111377293,0.904203634024149
"Q3V100","Mannose-6-phosphate isomerase","Mpi","Mpi",1.28111408365779e-37,8.72072658375624e-36,0.692594881341423,-0.529916369625731
"Q3ULI4","Signal transducer and activator of transcription;Signal transducer and activator of transcription 3","Stat3","Stat3",1.74154547528858e-37,1.17154788561177e-35,0.817026690650505,-0.291544885745106
"P52480-2","Pyruvate kinase PKM","Pkm","Pkm",1.93584984061904e-37,1.27232061938617e-35,1.96356953585779,0.973478689046264
"Q3U1J4","DNA damage-binding protein 1","Ddb1","Ddb1",1.91557018202233e-37,1.27232061938617e-35,0.735810165283586,-0.442594487477104
"P35505","Fumarylacetoacetase","Fah","Fah",1.96712705677925e-37,1.27818551257543e-35,0.537079012834633,-0.896793747758039
"E9Q238","","Kank1;mKIAA0172","Kank1",2.04819619443879e-37,1.31590852132595e-35,0.614323704599541,-0.702929041964178
"Q543F3","Calponin;Calponin-2","Cnn2","Cnn2",2.30182860919399e-37,1.46242844304125e-35,1.53534298108343,0.618560976009357
"Q99J77","","Nans","Nans",2.52928086616081e-37,1.58927780139643e-35,0.460645225251274,-1.11827203581315
"Q3U2P8","MAP kinase-activated protein kinase 2","Mapkapk2","Mapkapk2",2.85560399425532e-37,1.77481996077738e-35,0.682292515663296,-0.551537703994749
"Q8BIV6","","Akr1b10","Akr1b10",2.94700177296355e-37,1.79265490827719e-35,0.557373907145745,-0.843282629066657
"O88792","Junctional adhesion molecule A","F11r","F11r",2.92981573128968e-37,1.79265490827719e-35,0.575889942244676,-0.796134968895076
"Q6IRU2","Tropomyosin alpha-4 chain","Tpm4","Tpm4",3.96239978963553e-37,2.38494757864589e-35,1.59460263767116,0.673196960615335
"Q5SX75","Prolyl 4-hydroxylase subunit alpha-2","P4ha2","P4ha2",6.08524039171772e-37,3.62452130831686e-35,2.44734659323845,1.29121843036607
"Q9EP71","Ankycorbin","Rai14","Rai14",6.39612882845082e-37,3.77041903516307e-35,0.631429057381182,-0.663307442131381
"Q9DCM0","Persulfide dioxygenase ETHE1, mitochondrial","Ethe1","Ethe1",6.95129289469255e-37,4.05586660937265e-35,1.33695445143142,0.418950315234276
"Q9R059","Four and a half LIM domains protein 3","Fhl3","Fhl3",7.75215100215565e-37,4.47745448791172e-35,1.68879511597717,0.755994311506312
"Q3U962","Collagen alpha-2(V) chain","Col5a2","Col5a2",8.39959707424457e-37,4.80288960705305e-35,1.88549870272054,0.914946157862611
"A0A0B4J1F0","Integrin alpha-11","Itga11","Itga11",1.01624915598108e-36,5.75337888504931e-35,2.42367950567748,1.27719893720219
"Q8BH95","Enoyl-CoA hydratase, mitochondrial","Echs1","Echs1",1.11323837256018e-36,6.24068334735205e-35,0.693261005981694,-0.528529479693045
"E9Q4X2","","Uggt2","Uggt2",1.50425037983645e-36,8.35078026398526e-35,1.46957792039636,0.555401856021641
"Q7TQI3","Ubiquitin thioesterase OTUB1","Otub1","Otub1",1.69667730153539e-36,9.32846231748017e-35,0.72801329880955,-0.457963290134616
"Q3TF14","Adenosylhomocysteinase","Ahcy","Ahcy",1.73336250703604e-36,9.43939696688767e-35,0.664875277309168,-0.588844361316388
"E9Q1G8","","Sept7","Sept7",1.93495073785042e-36,1.04377814330459e-34,1.2372010469021,0.307079959328555
"Q545F4","Heat shock protein beta-1","Hspb1","Hspb1",2.27867252350093e-36,1.21770555975498e-34,0.671641754561247,-0.574236172495181
"Q6Y5D8","Rho GTPase-activating protein 10","Arhgap10","Arhgap10",2.87713054644713e-36,1.52328078375784e-34,1.52160930508295,0.60559797383739
"A2AQL0","STE20/SPS1-related proline-alanine-rich protein kinase","Stk39","Stk39",2.90784077506243e-36,1.52541592218413e-34,0.534170844885896,-0.904626859248273
"Q3U489","Adenylate kinase 4, mitochondrial","Ak4","Ak4",3.79970347517548e-36,1.97288855417481e-34,2.35673220801154,1.23678783660138
"Q9ET54-6","Palladin","Palld","Palld",3.82984661618404e-36,1.97288855417481e-34,1.70192140739381,0.767164416705924
"Q9D6U8","Protein FAM162A","Fam162a","Fam162a",3.9252827113841e-36,2.00399701282985e-34,3.28266869948051,1.71486915449973
"A2A9M5","Dedicator of cytokinesis protein 7","Dock7","Dock7",4.94107667393871e-36,2.50027224969748e-34,1.34498550381365,0.427590623570848
"Q9DBL1","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","Acadsb","Acadsb",5.33136178959164e-36,2.6740988344636e-34,0.76626174174743,-0.384090818898299
"Q9JMH9","Unconventional myosin-XVIIIa","Myo18a","Myo18a",6.1799603172809e-36,3.0727837473228e-34,0.722455515575509,-0.469019336941033
"A0A1B0GR11","Transaldolase","Taldo1","Taldo1",6.38575393314901e-36,3.12480907478359e-34,0.721117871982129,-0.471692997106297
"V9GXP8","ELKS/Rab6-interacting/CAST family member 1","Erc1","Erc1",6.39389055176075e-36,3.12480907478359e-34,0.754576001471057,-0.406261877470929
"Q545I6","Cathepsin Z","Ctsz","Ctsz",6.80535930408168e-36,3.29771563565585e-34,0.58478167610287,-0.77402998915394
"Q60710","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","Samhd1","Samhd1",7.14865486013357e-36,3.43495869665914e-34,0.661580925308476,-0.596010455540778
"Q5SF07","Insulin-like growth factor 2 mRNA-binding protein 2","Igf2bp2","Igf2bp2",7.26006550297537e-36,3.45942121216776e-34,1.42418161042416,0.510133129276259
"Q3TPN0","Nidogen-2","Nid2;NID-2","Nid2",8.49366287585331e-36,4.01378217554787e-34,2.08519701614206,1.06018370059225
"Q8R1P3","Neuronal membrane glycoprotein M6-a","Gpm6a","Gpm6a",8.66494566112294e-36,4.06116059756566e-34,0.296246379601787,-1.75513057180461
"Q3UVN5","NSFL1 cofactor p47","Nsfl1c","Nsfl1c",9.94158564185655e-36,4.62162493497039e-34,0.795546572103805,-0.32998170502683
"Q3UDY1","Aldose reductase","Akr1b3;Akr1b1","Akr1b3",1.06608393505896e-35,4.88130462635742e-34,0.649378546538902,-0.622868371663408
"Q8K009","Mitochondrial 10-formyltetrahydrofolate dehydrogenase","Aldh1l2","Aldh1l2",1.0670917773604e-35,4.88130462635742e-34,2.58333787158898,1.36923634410953
"Q69ZW4","AP-2 complex subunit alpha-2","Ap2a2","Ap2a2",1.35767065192561e-35,6.16123872040526e-34,0.808290242600787,-0.307054662835671
"P07742","Ribonucleoside-diphosphate reductase large subunit;Ribonucleoside-diphosphate reductase","Rrm1","Rrm1",1.69101114664584e-35,7.55406385665696e-34,0.649318238078257,-0.623002362473564
"P31750","RAC-alpha serine/threonine-protein kinase","Akt1","Akt1",1.68341516487194e-35,7.55406385665696e-34,1.29894205059887,0.377337069601428
"Q9R118","Serine protease HTRA1","Htra1","Htra1",2.11504243132602e-35,9.37504854443581e-34,2.60497780333707,1.38127107954718
"P63038","60 kDa heat shock protein, mitochondrial","Hspd1","Hspd1",2.51026606751158e-35,1.10413087492548e-33,1.55295017647593,0.635011544275017
"B7ZNS2","Disks large-associated protein 4","Dlgap4","Dlgap4",2.57649196673479e-35,1.12460924166332e-33,0.703592660969505,-0.507187660454579
"O70423","Membrane primary amine oxidase","Aoc3","Aoc3",2.69580488731607e-35,1.16777366255101e-33,3.62158716466994,1.85662209862686
"Q8K411-2","Presequence protease, mitochondrial","Pitrm1","Pitrm1",2.82902212307133e-35,1.21626680449037e-33,1.37734754830036,0.461892642946925
"Q3U2J2","Solute carrier family 2, facilitated glucose transporter member 1","Slc2a1","Slc2a1",3.01112812164462e-35,1.28489780593761e-33,2.27043320534788,1.18296759424701
"P59383","Leucine-rich repeat neuronal protein 4","Lrrn4","Lrrn4",3.14904231427379e-35,1.33379436689019e-33,0.435329045383831,-1.19982181417514
"Q9DCE9","","Igtp;Ifggd1","Igtp",3.4392581699818e-35,1.44600575117323e-33,1.77542254332241,0.828162421016617
"Q8R238","Serine dehydratase-like","Sdsl","Sdsl",3.48343846638089e-35,1.45389059494642e-33,0.49880188680278,-1.00346117247065
"Q00PI9","Heterogeneous nuclear ribonucleoprotein U-like protein 2","Hnrnpul2","Hnrnpul2",3.66053317357837e-35,1.51673396279138e-33,0.78264419403749,-0.353571516825317
"Q6NVE8","WD repeat-containing protein 44","Wdr44","Wdr44",4.86373421506024e-35,2.00077929796507e-33,0.804980882543096,-0.31297357375672
"Q91YR9","Prostaglandin reductase 1","Ptgr1","Ptgr1",5.91149519670681e-35,2.41442353819782e-33,0.518268566670434,-0.948228198914836
"Q5FWB7","Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A","Aldoa","Aldoa",7.30245241132446e-35,2.96137750978392e-33,1.31736359324104,0.397653585359377
"A0A0R4J0B4","N-acylneuraminate cytidylyltransferase","Cmas","Cmas",7.57254038659937e-35,3.04746444880434e-33,0.545307194800162,-0.874858904341167
"Q4FJU3","Cysteine-rich protein 2","Crip2","Crip2",7.62132592128403e-35,3.04746444880434e-33,0.487218356928724,-1.03735960419008
"Q8BKG3","Inactive tyrosine-protein kinase 7","Ptk7","Ptk7",7.70104688200715e-35,3.05795736606367e-33,0.629097202358982,-0.668645148487221
"P10649","Glutathione S-transferase Mu 1","Gstm1","Gstm1",8.05290758717065e-35,3.15387161530423e-33,0.543769500925279,-0.878932859482385
"Q5U5V2","Hydroxylysine kinase","Hykk","Hykk",8.02417615188762e-35,3.15387161530423e-33,0.397891930231938,-1.32955145529885
"Q8BHD7","Polypyrimidine tract-binding protein 3","Ptbp3","Ptbp3",9.09373360747551e-35,3.53727678690782e-33,0.68471442745118,-0.5464256834607
"F2Z4A3","","Fat1","Fat1",9.67210583861474e-35,3.7368311611621e-33,1.62012874947085,0.696108466716329
"Q8R4N0","Citrate lyase subunit beta-like protein, mitochondrial","Clybl","Clybl",1.03093074308429e-34,3.9562832140644e-33,1.77016520070556,0.823884006137111
"Q91Z96","BMP-2-inducible protein kinase","Bmp2k","Bmp2k",1.08604111473384e-34,4.13998872936541e-33,0.722886785484027,-0.468158376909195
"B2CQD6","Fibulin-1","Fbln1","Fbln1",1.20932355928759e-34,4.57941199470625e-33,2.15495912178206,1.10766050255722
"G5E8C3","Retinoic acid-induced protein 3","Gprc5a","Gprc5a",1.49208718189399e-34,5.57631013468616e-33,0.43407613516588,-1.20397998725686
"Q921H8","3-ketoacyl-CoA thiolase A, peroxisomal","Acaa1a","Acaa1a",1.48642968114764e-34,5.57631013468616e-33,0.802488825998593,-0.317446790862577
"P48722","Heat shock 70 kDa protein 4L","Hspa4l","Hspa4l",1.5656691866688e-34,5.81330935673518e-33,1.35310428584808,0.436273034346159
"O08749","Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase","Dld","Dld",1.5792837042562e-34,5.82602852963673e-33,1.44520598025794,0.531275129763027
"Q99LB4","Macrophage-capping protein","Capg","Capg",1.77032477594e-34,6.4889211979647e-33,1.49728079805143,0.582344807880902
"Q3UGW9","Protein kinase C;Protein kinase C iota type","Prkci","Prkci",2.08805940299507e-34,7.60479214415658e-33,0.713216263563136,-0.487588493586873
"B1B1A8","Myosin light chain kinase, smooth muscle;Myosin light chain kinase, smooth muscle, deglutamylated form","Mylk","Mylk",2.3627745119322e-34,8.55085105014449e-33,1.44234561135316,0.528416901085276
"Q9R0E1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","Plod3","Plod3",2.48224897028233e-34,8.92672931577006e-33,1.39040717715088,0.475507434340077
"Q8BSI9","Cadherin-2","Cdh2","Cdh2",2.57785875300787e-34,9.21262271856189e-33,1.51195424077214,0.596414477118444
"B7FAU9","Filamin-A","Flna","Flna",2.78288619590402e-34,9.88356724731625e-33,1.26198461812521,0.335694325938753
"Q3U7R1","Extended synaptotagmin-1","Esyt1","Esyt1",3.21706661114775e-34,1.13550536311993e-32,1.78443923130965,0.835470771557297
"G3X982","Aldehyde oxidase 3","Aox3","Aox3",3.66497737041536e-34,1.28566506773221e-32,0.496636337159355,-1.00973827251531
"Q71V27","Cysteine and glycine-rich protein 2","Csrp2","Csrp2",4.02933011100934e-34,1.39634603483342e-32,1.87534678299643,0.907157398728115
"Q3UD03","Probable aminopeptidase NPEPL1","Npepl1","Npepl1",4.02145976858545e-34,1.39634603483342e-32,0.726514367734322,-0.46093676564027
"Q9Z0U1","Tight junction protein ZO-2","Tjp2","Tjp2",4.09945610955246e-34,1.4120897611097e-32,0.57891081703052,-0.78858698110777
"P30115","Glutathione S-transferase A3;Glutathione S-transferase","Gsta3","Gsta3",4.59148745219542e-34,1.57210330848224e-32,0.411165385303235,-1.28220928111769
"P14873","Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1","Map1b","Map1b",6.00645556721009e-34,2.04434005555401e-32,2.03643266181178,1.02604410990902
"Q9EQ20","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","Aldh6a1","Aldh6a1",7.00053857207463e-34,2.36858458906052e-32,0.575034767273078,-0.798278909167565
"O08746","Matrilin-2","Matn2","Matn2",7.43911506300577e-34,2.50216823119217e-32,2.50019776228269,1.32204221463951
"Q3UDE2","Tubulin--tyrosine ligase-like protein 12","Ttll12","Ttll12",8.19071496305742e-34,2.73886012624341e-32,0.79029151674519,-0.339543173009281
"Q6P5E4","UDP-glucose:glycoprotein glucosyltransferase 1","Uggt1","Uggt1",9.67516470587512e-34,3.21642975512755e-32,1.21918691530411,0.285919324571853
"Q05DT0","Gamma-adducin","Add3","Add3",1.14325565414052e-33,3.77869123143091e-32,0.470999785952,-1.08620169068849
"Q543D7","Four and a half LIM domains protein 2","Fhl2","Fhl2",1.15636883173664e-33,3.8000672298104e-32,1.8087312073083,0.854978027253773
"Q9D3M4","Protein S100;Protein S100-A1","S100a1;S100A1","S100a1",1.33251338443257e-33,4.35389230410598e-32,0.471365135630051,-1.08508304082568
"Q3TN07","Vacuolar protein sorting-associated protein 4B","Vps4b","Vps4b",1.37981177933338e-33,4.48282031490243e-32,0.798074195497982,-0.325405217485962
"Q3U6U7","Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS","Wars","Wars",1.41949940303619e-33,4.58570485116436e-32,1.29625815232981,0.374353062356765
"Q3V1L7","GDP-fucose protein O-fucosyltransferase 2","Pofut2","Pofut2",1.44834411921793e-33,4.65260206386973e-32,1.37626282829437,0.460756011368516
"Q3TN39","4F2 cell-surface antigen heavy chain","Slc3a2","Slc3a2",1.5145208051765e-33,4.83800556648002e-32,1.55010238611166,0.632363510375103
"Q9D4I9","Ras-related protein Rab-23","Rab23","Rab23",1.55257773639963e-33,4.9320219426295e-32,1.61753584675671,0.693797684622786
"Q60992","Guanine nucleotide exchange factor VAV2","Vav2","Vav2",1.77934301702438e-33,5.62115103389248e-32,0.711871153538689,-0.490311953375693
"B7ZWC4","Cation-independent mannose-6-phosphate receptor","Igf2r","Igf2r",1.83730050720179e-33,5.77235401108782e-32,3.05163801760689,1.60958384121064
"Q58E65","Methionine aminopeptidase 2","Metap2","Metap2",1.86627005599028e-33,5.83132906019258e-32,0.674558170513587,-0.567985235564295
