"Uniprot_ID","protein_names","gene_names","main_gene","pVal","BH_pVal","fold_change","log_fold_change"
"P24472","Glutathione S-transferase A4","Gsta4","Gsta4",3.05828997626523e-05,0.00426519563031331,0.372246052843675,-1.42567154379133
"Q3TG37","Na(+)/H(+) exchange regulatory cofactor NHE-RF;Na(+)/H(+) exchange regulatory cofactor NHE-RF1","Slc9a3r1","Slc9a3r1",2.53233334782074e-05,0.00426519563031331,0.371666620660583,-1.42791896915698
"Q99LB4","Macrophage-capping protein","Capg","Capg",2.89798006405623e-05,0.00426519563031331,1.49728079805143,0.582344807880902
"Q4FJR9","Ubiquitin-like protein ISG15","Isg15","Isg15",2.22692364663915e-05,0.00426519563031331,3.95233878995897,1.98270661839139
"Q4FK57","ERO1-like protein alpha","Ero1l","Ero1l",3.0192259883008e-05,0.00426519563031331,2.19292135051865,1.13285407044678
"Q60I30","Inosine triphosphate pyrophosphatase","Itpa","Itpa",2.78783358237855e-05,0.00426519563031331,0.831229824789986,-0.266680675360507
"Q8BYA0","Tubulin-specific chaperone D","Tbcd","Tbcd",2.02256243351898e-05,0.00426519563031331,1.17241238040376,0.229480107746711
"Q8CGF1","Rho GTPase-activating protein 29","Arhgap29","Arhgap29",2.92555305055036e-05,0.00426519563031331,0.514303530021429,-0.959308038947463
"Q91Z67","SLIT-ROBO Rho GTPase-activating protein 2","Srgap2","Srgap2",2.02784370049044e-05,0.00426519563031331,0.744786848535538,-0.425100496910199
"Q99KK7","Dipeptidyl peptidase 3","Dpp3","Dpp3",2.92990081016163e-05,0.00426519563031331,0.736822642722814,-0.440610698439132
"Q9D7X8","Gamma-glutamylcyclotransferase","Ggct","Ggct",2.94075678764354e-05,0.00426519563031331,0.495254514200094,-1.01375796967788
"Q9DBL1","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","Acadsb","Acadsb",2.12270412487754e-05,0.00426519563031331,0.76626174174743,-0.384090818898299
"Q9Z2Q6","Septin-5","Sept5","Sept5",1.76965903573427e-05,0.00426519563031331,1.67855036837257,0.747215828731061
"Q542D9","Transferrin receptor protein 1","Tfrc","Tfrc",3.13381145687766e-05,0.00426646045486344,3.02572725818598,1.59728194756904
"A2AL85","Aspartyl/asparaginyl beta-hydroxylase","Asph;ASPH","Asph",5.25473462989407e-05,0.00427232903660718,1.61402372981099,0.690661789662146
"A2ARA0","Tissue factor pathway inhibitor","Tfpi","Tfpi",3.26375975471144e-05,0.00427232903660718,0.787327182054262,-0.34496480752014
"D3YXG0","","Hmcn1","Hmcn1",4.96514289483048e-05,0.00427232903660718,0.357530916458335,-1.48386009469534
"E9QLB2","Lysophospholipase-like protein 1","Lyplal1","Lyplal1",5.13766433472827e-05,0.00427232903660718,0.726891616153134,-0.460187829085365
"F8VPN4","","Agl","Agl",3.89057351853701e-05,0.00427232903660718,1.39841532062038,0.483792895773497
"O08746","Matrilin-2","Matn2","Matn2",4.30149707038224e-05,0.00427232903660718,2.50019776228269,1.32204221463951
"Q3TUF3","Calumenin","Calu","Calu",4.22545114575297e-05,0.00427232903660718,1.23638266104732,0.306125327186121
"Q545V8","Casein kinase II subunit alpha","Csnk2a2","Csnk2a2",4.7814104668552e-05,0.00427232903660718,1.11391778348153,0.155642753557029
"Q3TPN0","Nidogen-2","Nid2;NID-2","Nid2",5.03442994699163e-05,0.00427232903660718,2.08519701614206,1.06018370059225
"Q545F4","Heat shock protein beta-1","Hspb1","Hspb1",4.49633274256551e-05,0.00427232903660718,0.671641754561247,-0.574236172495181
"Q69ZW4","AP-2 complex subunit alpha-2","Ap2a2","Ap2a2",3.91154256625496e-05,0.00427232903660718,0.808290242600786,-0.307054662835671
"Q3U2J2","Solute carrier family 2, facilitated glucose transporter member 1","Slc2a1","Slc2a1",4.09409004780426e-05,0.00427232903660718,2.27043320534788,1.18296759424701
"P46460","Vesicle-fusing ATPase","Nsf","Nsf",3.73084553729498e-05,0.00427232903660718,1.16122803747014,0.215651310896375
"P47791-2","Glutathione reductase, mitochondrial","Gsr","Gsr",4.29385698122984e-05,0.00427232903660718,0.786481006903096,-0.346516169141601
"Q3UQN3","UV excision repair protein RAD23 homolog B","Rad23b","Rad23b",4.5510258425882e-05,0.00427232903660718,0.555309841300972,-0.848635131029937
"P58871","182 kDa tankyrase-1-binding protein","Tnks1bp1","Tnks1bp1",4.39614897513229e-05,0.00427232903660718,0.71726296269329,-0.479425958635372
"Q05186","Reticulocalbin-1","Rcn1","Rcn1",3.41585181054858e-05,0.00427232903660718,1.52997354016811,0.613506702722931
"Q3TFD0","Serine hydroxymethyltransferase","Shmt2","Shmt2",4.86852609297664e-05,0.00427232903660718,2.05777564901539,1.04108569958052
"Q3TVK3","Aspartyl aminopeptidase","Dnpep","Dnpep",4.06413168535621e-05,0.00427232903660718,0.852150681926371,-0.230819536681644
"Q7TPN5","Neural Wiskott-Aldrich syndrome protein","Wasl","Wasl",5.1545596785408e-05,0.00427232903660718,0.806609130078827,-0.310058359060633
"Q542F1","Chloride intracellular channel protein;Chloride intracellular channel protein 1","Clic1","Clic1",3.92886141205175e-05,0.00427232903660718,0.863115938966872,-0.212373730919919
"Q6IRU2","Tropomyosin alpha-4 chain","Tpm4","Tpm4",4.94564887282638e-05,0.00427232903660718,1.59460263767116,0.673196960615335
"Q80ZS3","28S ribosomal protein S26, mitochondrial","Mrps26","Mrps26",4.01233816013679e-05,0.00427232903660718,1.41460831582838,0.500402647377981
"Q80ZZ0","EH domain-containing protein 1","Ehd1","Ehd1",3.55872884289866e-05,0.00427232903660718,0.606023225593616,-0.722555009428999
"Q8VDP3-3","Protein-methionine sulfoxide oxidase MICAL1","Mical1","Mical1",4.70632716865365e-05,0.00427232903660718,1.56793947605999,0.64886987114103
"Q8VE70","Programmed cell death protein 10","Pdcd10","Pdcd10",5.26417368699089e-05,0.00427232903660718,0.831581272936193,-0.26607082556349
"Q99MQ1","Protein bicaudal C homolog 1","Bicc1","Bicc1",5.3049206295752e-05,0.00427232903660718,0.611048728654426,-0.710640661185546
"Q9D6T9","28S ribosomal protein S36, mitochondrial","Mrps36","Mrps36",4.95137770397132e-05,0.00427232903660718,1.3743373595931,0.458736187031489
"Q9DCM0","Persulfide dioxygenase ETHE1, mitochondrial","Ethe1","Ethe1",5.19915926578236e-05,0.00427232903660718,1.33695445143142,0.418950315234276
"A0A0R4J0H8","Fibronectin type III domain-containing protein 3B","Fndc3b","Fndc3b",5.88844080035082e-05,0.00436020937276689,1.30843851608601,0.387846133310782
"A0A0R4J0Q4","Lysyl oxidase homolog 1","Loxl1","Loxl1",5.93280004523086e-05,0.00436020937276689,2.33089241057943,1.22088241403102
"G3X9S2","Ectonucleotide pyrophosphatase/phosphodiesterase family member 1;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase","Enpp1","Enpp1",7.77051001221638e-05,0.00436020937276689,5.21744073931492,2.38334230907327
"A2AD85","Serine/threonine-protein kinase 26","Stk26","Stk26",6.58037394316301e-05,0.00436020937276689,0.560463734670013,-0.835307069768154
"A2AQL0","STE20/SPS1-related proline-alanine-rich protein kinase","Stk39","Stk39",7.73182338880957e-05,0.00436020937276689,0.534170844885896,-0.904626859248273
"B9EHJ3","","Tjp1","Tjp1",5.68794201584686e-05,0.00436020937276689,0.700777333612679,-0.512971982638663
"E9Q1G8","","Sept7","Sept7",5.93093428894103e-05,0.00436020937276689,1.2372010469021,0.307079959328555
"E9Q4X2","","Uggt2","Uggt2",7.72186601599486e-05,0.00436020937276689,1.46957792039636,0.555401856021641
"Q3TWV1","Syntenin-1","Sdcbp","Sdcbp",6.72792026950659e-05,0.00436020937276689,1.49206281611559,0.57730827459501
"Q5D096","Myelin basic protein","Mbp","Mbp",7.07243564406795e-05,0.00436020937276689,0.460496632979739,-1.11873748710754
"Q920X8","Monocyte differentiation antigen CD14","CD14;Cd14","CD14",6.19648123493616e-05,0.00436020937276689,0.823888058815609,-0.279479762287541
"Q6GQU1","Hexokinase;Hexokinase-1","Hk1","Hk1",5.70904854264069e-05,0.00436020937276689,1.7305891510768,0.791263263666592
"P17879","Heat shock 70 kDa protein 1B","Hspa1b","Hspa1b",5.67673094784484e-05,0.00436020937276689,1.84087714375549,0.880393347486836
"P37804","Transgelin","Tagln","Tagln",6.44735967106124e-05,0.00436020937276689,2.17378025464647,1.12020610708318
"Q3U489","Adenylate kinase 4, mitochondrial","Ak4","Ak4",7.35549640049253e-05,0.00436020937276689,2.35673220801154,1.23678783660138
"Q3UKC1","Tax1-binding protein 1 homolog","Tax1bp1","Tax1bp1",7.22429161433689e-05,0.00436020937276689,0.703270989272317,-0.507847389164371
"Q543N5","Chloride intracellular channel protein;Chloride intracellular channel protein 4","Clic4","Clic4",7.08939406622835e-05,0.00436020937276689,0.698471288597668,-0.517727281541949
"Q64521","Glycerol-3-phosphate dehydrogenase, mitochondrial;Glycerol-3-phosphate dehydrogenase","Gpd2","Gpd2",7.226741170375e-05,0.00436020937276689,1.50157394455046,0.586475521721243
"Q6P9Q6","FK506-binding protein 15;Peptidyl-prolyl cis-trans isomerase","Fkbp15","Fkbp15",6.44125383922841e-05,0.00436020937276689,0.605891190067073,-0.722869366610754
"Q6ZWS7","Calcium/calmodulin-dependent protein kinase type II subunit gamma","Camk2g","Camk2g",7.65610552906621e-05,0.00436020937276689,1.66371846680546,0.734411322356845
"Q7TQI3","Ubiquitin thioesterase OTUB1","Otub1","Otub1",6.72136097149718e-05,0.00436020937276689,0.72801329880955,-0.457963290134616
"Q8BHD7","Polypyrimidine tract-binding protein 3","Ptbp3","Ptbp3",7.59873815555214e-05,0.00436020937276689,0.68471442745118,-0.5464256834607
"Q8C9W3","A disintegrin and metalloproteinase with thrombospondin motifs 2","Adamts2","Adamts2",6.11582256328761e-05,0.00436020937276689,1.4515615580166,0.537605755266073
"Q8R1B4","Eukaryotic translation initiation factor 3 subunit C","Eif3c","Eif3c",6.15125900714949e-05,0.00436020937276689,0.90976033691618,-0.136441556478581
"Q8R4U7","Leucine zipper protein 1","Luzp1","Luzp1",6.29184661807227e-05,0.00436020937276689,0.792458302046224,-0.335593070062821
"Q8VBT0","Thioredoxin-related transmembrane protein 1","Tmx1","Tmx1",7.30006573674314e-05,0.00436020937276689,1.96291228313877,0.972995704384217
"Q8VDD5","Myosin-9","Myh9","Myh9",7.12645901112993e-05,0.00436020937276689,1.25667773532123,0.329614729899621
"Q91YN9","BAG family molecular chaperone regulator 2","Bag2","Bag2",6.85331116452648e-05,0.00436020937276689,2.66094209463964,1.41193711588994
"Q9JLQ0","CD2-associated protein","Cd2ap","Cd2ap",7.77791808363454e-05,0.00436020937276689,0.587726447531699,-0.766783274212034
"Q9QZE7","Translin-associated protein X","Tsnax","Tsnax",7.24297098577353e-05,0.00436020937276689,0.798136460957186,-0.325292663332919
"Q9WVQ5","Methylthioribulose-1-phosphate dehydratase","Apip","Apip",7.41462353423669e-05,0.00436020937276689,0.812732539499811,-0.29914743806293
"Q00PI9","Heterogeneous nuclear ribonucleoprotein U-like protein 2","Hnrnpul2","Hnrnpul2",8.4716228716739e-05,0.00461340376954584,0.78264419403749,-0.353571516825317
"Q543F3","Calponin;Calponin-2","Cnn2","Cnn2",8.41117189337815e-05,0.00461340376954584,1.53534298108343,0.618560976009357
"Q8C7E7","Starch-binding domain-containing protein 1","Stbd1","Stbd1",8.36145114390177e-05,0.00461340376954584,0.720715720690233,-0.472497780255337
"Q4FJU3","Cysteine-rich protein 2","Crip2","Crip2",8.7499316076502e-05,0.00472001027665508,0.487218356928724,-1.03735960419008
"Q5DQJ3","F-actin-capping protein subunit alpha-2","Capza2","Capza2",8.91707989559411e-05,0.00476522082644927,0.781563745565943,-0.355564548391352
"B9EHZ5","MAGUK p55 subfamily member 6","Mpp6","Mpp6",9.53826701600709e-05,0.00486962596406505,0.497166814454633,-1.00819809419198
"P98203-2","Armadillo repeat protein deleted in velo-cardio-facial syndrome homolog","Arvcf","Arvcf",9.30535722783288e-05,0.00486962596406505,0.588915541431888,-0.763867348258269
"Q545I6","Cathepsin Z","Ctsz","Ctsz",9.3928593957544e-05,0.00486962596406505,0.58478167610287,-0.77402998915394
"Q8BH95","Enoyl-CoA hydratase, mitochondrial","Echs1","Echs1",9.35140663364731e-05,0.00486962596406505,0.693261005981694,-0.528529479693045
"Q9JI11","Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit","Stk4","Stk4",9.5337741890267e-05,0.00486962596406505,0.887225365362673,-0.172627482814448
"P14733","Lamin-B1","Lmnb1","Lmnb1",9.63077540674515e-05,0.00487334281201493,0.745614180779111,-0.423498796127535
"Q3UIR3","E3 ubiquitin-protein ligase DTX3L","Dtx3l","Dtx3l",9.92506534790714e-05,0.00490121238152827,1.45628915579505,0.542296840573373
"Q5SX75","Prolyl 4-hydroxylase subunit alpha-2","P4ha2","P4ha2",9.81711929312029e-05,0.00490121238152827,2.44734659323845,1.29121843036607
"Q8BFR5","Elongation factor Tu, mitochondrial","Tufm","Tufm",9.9429981856817e-05,0.00490121238152827,0.927349351858918,-0.108815160300571
"O88792","Junctional adhesion molecule A","F11r","F11r",0.000102060033501486,0.00490402749211343,0.575889942244676,-0.796134968895076
"Q8BSI9","Cadherin-2","Cdh2","Cdh2",0.000101395827639095,0.00490402749211343,1.51195424077214,0.596414477118444
"Q99MU3","Double-stranded RNA-specific adenosine deaminase","Adar","Adar",0.000101789689563111,0.00490402749211343,1.48297116573863,0.568490546915735
"P14152","Malate dehydrogenase, cytoplasmic","Mdh1","Mdh1",0.000107032351486576,0.00510009154833535,0.711045945322666,-0.491985310081266
"A0A0J9YTY0","Septin-11","Sept11","Sept11",0.000110155668846288,0.0051208952395372,1.59447719780633,0.673083466140219
"K3W4Q8","Basigin","Bsg","Bsg",0.000109367055369122,0.0051208952395372,0.488229130176608,-1.03436971884333
"Q505N7","Sulfurtransferase;3-mercaptopyruvate sulfurtransferase","Mpst","Mpst",0.000109511716057397,0.0051208952395372,0.842546333819661,-0.24717206884947
"Q8BMK4","Cytoskeleton-associated protein 4","Ckap4","Ckap4",0.000112379633709776,0.00514069396441999,1.4746139110332,0.560337272067408
"Q9R099","Transducin beta-like protein 2","Tbl2","Tbl2",0.000111863106307811,0.00514069396441999,1.3332061217491,0.414899847070847
"A2A9M5","Dedicator of cytokinesis protein 7","Dock7","Dock7",0.000115592160023074,0.00515998316188466,1.34498550381365,0.427590623570848
"Q60992","Guanine nucleotide exchange factor VAV2","Vav2","Vav2",0.000117282805667694,0.00515998316188466,0.711871153538689,-0.490311953375693
"Q7TPW1","Nexilin","Nexn","Nexn",0.000117059907662758,0.00515998316188466,1.85780325921857,0.893597728858185
"Q8K297","Procollagen galactosyltransferase 1","Colgalt1","Colgalt1",0.000117313363246766,0.00515998316188466,1.47467294827716,0.560395030259921
"Q91WU5","Arsenite methyltransferase","As3mt","As3mt",0.000114578007141897,0.00515998316188466,0.608228307894814,-0.71731513167702
"L8AZD2","Myotubularin-related protein 6","Mtmr6","Mtmr6",0.000122289387086719,0.00517963492860638,1.22153704839127,0.288697620232114
"O70318","Band 4.1-like protein 2","Epb41l2;Epb4.1l2","Epb41l2",0.000122092119776627,0.00517963492860638,1.4727681931452,0.55853037476135
"Q3TN07","Vacuolar protein sorting-associated protein 4B","Vps4b","Vps4b",0.000122176439365132,0.00517963492860638,0.798074195497982,-0.325405217485962
"Z4YJY0","BRISC complex subunit Abro1","Fam175b","Fam175b",0.000122176331905156,0.00517963492860638,0.863124148010599,-0.212360009599502
"Q80X90","Filamin-B","Flnb","Flnb",0.000121602514198173,0.00517963492860638,1.66978829100795,0.739665197983977
"Q9ET54-6","Palladin","Palld","Palld",0.000123406478677857,0.00518851650794107,1.70192140739381,0.767164416705924
"Q547H1","Receptor-interacting serine/threonine-protein kinase 2","Ripk2","Ripk2",0.000124444592457537,0.0051939721143956,0.744828662442964,-0.425019503235719
"Q545A2","ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed","Slc25a5","Slc25a5",0.000128193048630519,0.00527343778467128,1.23044460076253,0.299179703708806
"P62073","Mitochondrial import inner membrane translocase subunit Tim10","Timm10","Timm10",0.000127318077147624,0.00527343778467128,1.3601634937302,0.443780076047042
"Q3UHW9","Cofilin-2","Cfl2","Cfl2",0.000132843579723232,0.00541510304200767,1.30311267354458,0.381961831823323
"Q4VC33","Macrophage erythroblast attacher","Maea","Maea",0.00013415844751725,0.00541510304200767,0.902668116804139,-0.147732444114976
"Q571A2","Cullin-2","Cul2","Cul2",0.000136371954887916,0.00541510304200767,1.29963687799818,0.378108586722663
"Q8CGE8","Interferon-activable protein 205-A","Ifi205a","Ifi205a",0.000135866660300492,0.00541510304200767,1.68282211384819,0.750882681698952
"Q9CRC9","Glucosamine-6-phosphate isomerase 2;Glucosamine-6-phosphate isomerase","Gnpda2","Gnpda2",0.000136328266305919,0.00541510304200767,0.541830393769748,-0.884086771648244
"Q9QXK3","Coatomer subunit gamma-2","Copg2","Copg2",0.000138308998701823,0.00545414382466914,0.884710055346033,-0.176723374439309
"O88587-2","Catechol O-methyltransferase","Comt","Comt",0.000139367180198558,0.00545822970120107,1.26367592700184,0.337626528030088
"Q5FWB7","Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A","Aldoa","Aldoa",0.000143364363907818,0.00551653378319213,1.31736359324104,0.397653585359377
"P62737","Actin, aortic smooth muscle;Actin, gamma-enteric smooth muscle","Acta2;Actg2","Acta2",0.000144714947093183,0.00551653378319213,1.8715111377293,0.904203634024149
"Q8CHT0","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","Aldh4a1","Aldh4a1",0.000144447764335741,0.00551653378319213,0.477759831229282,-1.06564253394042
"Q921H8","3-ketoacyl-CoA thiolase A, peroxisomal","Acaa1a","Acaa1a",0.000142706218063143,0.00551653378319213,0.802488825998593,-0.317446790862577
"Q3V1L7","GDP-fucose protein O-fucosyltransferase 2","Pofut2","Pofut2",0.000146018737563434,0.00552937179726963,1.37626282829437,0.460756011368516
"E9Q912","","Rap1gds1","Rap1gds1",0.000153305609083609,0.00569782338100295,1.38534633515865,0.470246693641911
"E9QQ33","E3 ubiquitin-protein ligase SH3RF1","Sh3rf1","Sh3rf1",0.000154453064717639,0.00569782338100295,0.64943757392529,-0.622737239139972
"Q8CIC9","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Mgat1","Mgat1",0.000154323381254998,0.00569782338100295,1.37563925709859,0.460102192257748
"P38647","Stress-70 protein, mitochondrial","Hspa9","Hspa9",0.000154443390200365,0.00569782338100295,1.56000845737877,0.64155385048838
"A0A0B4J1F0","Integrin alpha-11","Itga11","Itga11",0.000179943599943241,0.00590898693159646,2.42367950567748,1.27719893720219
"A0A0R4J0G0","Phosphoenolpyruvate carboxykinase [GTP], mitochondrial","Pck2","Pck2",0.000184266616831758,0.00590898693159646,1.54618607031649,0.628713945763284
"A1A553","Serine/threonine-protein kinase 10","Stk10","Stk10",0.000173979918350657,0.00590898693159646,0.641136349290488,-0.641296890107764
"B7FAU9","Filamin-A","Flna","Flna",0.000185016139539893,0.00590898693159646,1.26198461812521,0.335694325938753
"Q53ZD4","Microsomal glutathione S-transferase 1","Mgst1","Mgst1",0.000191179185439899,0.00590898693159646,0.47867083858826,-1.06289417749815
"Q58E65","Methionine aminopeptidase 2","Metap2","Metap2",0.000189097638985246,0.00590898693159646,0.674558170513587,-0.567985235564295
"O55239","Nicotinamide N-methyltransferase","Nnmt","Nnmt",0.000178371473858821,0.00590898693159646,0.487579594899439,-1.03629034414124
"P12382","ATP-dependent 6-phosphofructokinase, liver type","Pfkl","Pfkl",0.000176025077522596,0.00590898693159646,1.96418890044374,0.973933683536663
"Q5FW97","Alpha-enolase;Enolase","EG433182;Eno1","EG433182",0.000177655961307632,0.00590898693159646,1.50019023728588,0.585145458712211
"Q4KML7","Ezrin","Ezr","Ezr",0.000184212704232405,0.00590898693159646,0.533975041772779,-0.905155783596484
"P31750","RAC-alpha serine/threonine-protein kinase","Akt1","Akt1",0.000165647150101441,0.00590898693159646,1.29894205059887,0.377337069601428
"Q3U6U7","Tryptophan--tRNA ligase, cytoplasmic;T1-TrpRS;T2-TrpRS","Wars","Wars",0.000185693966138812,0.00590898693159646,1.29625815232981,0.374353062356765
"P35505","Fumarylacetoacetase","Fah","Fah",0.000168995794521906,0.00590898693159646,0.537079012834633,-0.896793747758039
"Q3TF14","Adenosylhomocysteinase","Ahcy","Ahcy",0.000183905833467977,0.00590898693159646,0.664875277309168,-0.588844361316388
"P52480-2","Pyruvate kinase PKM","Pkm","Pkm",0.000167699398076767,0.00590898693159646,1.96356953585779,0.973478689046264
"P63321","Ras-related protein Ral-A","Rala","Rala",0.00018809681848192,0.00590898693159646,1.21164895141738,0.276971770255242
"Q01853","Transitional endoplasmic reticulum ATPase","Vcp","Vcp",0.000190723606968578,0.00590898693159646,0.553687278011524,-0.852856721223029
"Q3U0J8","TBC1 domain family member 2B","Tbc1d2b","Tbc1d2b",0.000189088800650881,0.00590898693159646,0.781833617965999,-0.355066474662713
"Q4VAE3","Transmembrane protein 65","Tmem65","Tmem65",0.00019060840539129,0.00590898693159646,1.53824611961683,0.62128635319771
"Q61749","Translation initiation factor eIF-2B subunit delta","Eif2b4","Eif2b4",0.000186594478767606,0.00590898693159646,1.2589738461853,0.332248312945186
"Q8BH43","Wiskott-Aldrich syndrome protein family member 2","Wasf2","Wasf2",0.000171337054410058,0.00590898693159646,0.882944363873905,-0.179605561308094
"Q8BMD8","Calcium-binding mitochondrial carrier protein SCaMC-1","Slc25a24","Slc25a24",0.00017307833015514,0.00590898693159646,1.45602025337622,0.542030423697467
"Q8K1J6","CCA tRNA nucleotidyltransferase 1, mitochondrial","Trnt1","Trnt1",0.000163214716116453,0.00590898693159646,0.821880118931768,-0.283000120001778
"Q8VC30","Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)","Dak","Dak",0.000185347976059278,0.00590898693159646,0.587871511308699,-0.766427229373443
"Q99JT9","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","Adi1","Adi1",0.00017393134225327,0.00590898693159646,1.36229092443675,0.446034831413698
"Q9D0M5","Dynein light chain 2, cytoplasmic","Dynll2","Dynll2",0.000179659379705142,0.00590898693159646,0.763687904346378,-0.388944921080101
"Q9DBC3","Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1","Cmtr1","Cmtr1",0.000181809312660446,0.00590898693159646,1.28661144177749,0.363576423676136
"Q9EP71","Ankycorbin","Rai14","Rai14",0.000177730672278107,0.00590898693159646,0.631429057381182,-0.663307442131381
"Q9JMH9","Unconventional myosin-XVIIIa","Myo18a","Myo18a",0.000190494049828437,0.00590898693159646,0.72245551557551,-0.469019336941032
"Q9WTL7","Acyl-protein thioesterase 2","Lypla2","Lypla2",0.000166781065706018,0.00590898693159646,0.794492592686513,-0.331894325967125
"Q5SX74","Prolyl 4-hydroxylase subunit alpha-2","P4ha2","P4ha2",0.000192216337999481,0.00590910226172597,1.69867776346793,0.76441220146952
"Q8VHE0","Translocation protein SEC63 homolog","Sec63","Sec63",0.000195518687474638,0.00597848050791432,1.29879169397022,0.377170063445996
"Q8R1P3","Neuronal membrane glycoprotein M6-a","Gpm6a","Gpm6a",0.000197813464020349,0.00598160077307336,0.296246379601787,-1.75513057180461
"P48722","Heat shock 70 kDa protein 4L","Hspa4l","Hspa4l",0.000197584196027543,0.00598160077307336,1.35310428584808,0.436273034346159
